caseid,panid,week,brand,decision,regpr,pcut,disp,feat
305,14300764,1035,4,0,6.79,0,0,0
306,14301069,947,1,0,7.064,0,0,0
306,14301069,947,2,1,4.125,0,1,1
306,14301069,947,3,0,7.014,0,0,0
306,14301069,947,4,0,6.59,0,0,0
307,14301069,988,1,0,6.827,0,0,0
307,14301069,988,2,1,4.665,0,1,1
307,14301069,988,3,0,7.063,0,1,0
307,14301069,988,4,0,6.593,0.593,1,0
308,14301358,1012,1,0,7.44,0,1,1
308,14301358,1012,2,1,4.851,0.192,1,0
308,14301358,1012,3,0,7.763,0.119,0,0
308,14301358,1012,4,0,6.79,0,0,0
309,14301507,940,1,0,7.064,0,0,0
309,14301507,940,2,1,4.125,0,0,0
309,14301507,940,3,0,7.014,0,1,1
309,14301507,940,4,0,5.99,0,0,0
310,14301507,947,1,0,7.064,0,0,0
310,14301507,947,2,1,4.125,0,1,1
310,14301507,947,3,0,7.014,0,0,0
310,14301507,947,4,0,6.59,0,0,0
311,14301507,951,1,1,7.071,0.265,1,0
311,14301507,951,2,0,4.125,0,0,1
311,14301507,951,3,0,7.014,0,0,0
311,14301507,951,4,0,6.59,0,0,0
312,14301507,953,1,0,7.062,0.127,0,0
312,14301507,953,2,0,4.125,0,0,0
312,14301507,953,3,1,7.014,0,1,0
312,14301507,953,4,0,6.59,0,0,0
313,14301507,957,1,0,7.064,0,0,0
313,14301507,957,2,0,4.125,0,0,0
313,14301507,957,3,1,7.014,0,0,1
313,14301507,957,4,0,6.59,0,0,0
314,14301507,967,1,0,7.068,0.225,0,0
314,14301507,967,2,0,4.5,0.369,0,0
314,14301507,967,3,1,7.019,1.205,1,1
314,14301507,967,4,0,6.59,0,1,1
315,14301507,972,1,0,6.747,0.086,0,0
315,14301507,972,2,0,4.679,0,0,0
315,14301507,972,3,1,7.072,0,1,1
315,14301507,972,4,0,6.59,0,0,0
316,14301507,973,1,0,6.769,0,0,0
316,14301507,973,2,0,4.679,0,1,0
316,14301507,973,3,1,7.072,0,0,0
316,14301507,973,4,0,6.59,0,0,0
317,14301507,976,1,0,6.925,0.118,0,0
317,14301507,976,2,0,4.679,0,1,0
317,14301507,976,3,0,7.072,0,0,0
317,14301507,976,4,1,6.59,0,1,1
318,14301507,979,1,0,6.925,0.118,1,0
318,14301507,979,2,0,4.701,0,0,0
318,14301507,979,3,1,6.93,0,1,1
318,14301507,979,4,0,6.59,0,0,0
319,14301507,980,1,0,6.925,0.118,0,0
319,14301507,980,2,0,4.701,0,0,0
319,14301507,980,3,1,6.966,0,1,1
319,14301507,980,4,0,6.59,0,0,0
320,14301507,1001,1,0,7.095,0,0,0
320,14301507,1001,2,0,4.723,0,0,0
320,14301507,1001,3,1,7.058,0,1,1
320,14301507,1001,4,0,6.65,0,0,0
321,14301507,1007,1,0,7.405,0.106,0,1
321,14301507,1007,2,1,4.811,0.168,1,0
321,14301507,1007,3,0,7.511,0,0,0
321,14301507,1007,4,0,6.69,0,0,0
322,14301507,1018,1,1,7.6,0,1,1
322,14301507,1018,2,0,4.827,0.144,1,1
322,14301507,1018,3,0,7.803,0,0,0
322,14301507,1018,4,0,6.79,0,0,0
323,14301507,1019,1,0,7.64,0,1,0
323,14301507,1019,2,1,4.827,0.144,0,0
323,14301507,1019,3,0,7.803,0,0,0
323,14301507,1019,4,0,6.79,0,0,0
324,14301853,965,1,0,7.079,0.384,0,0
324,14301853,965,2,0,4.231,0.3,0,0
324,14301853,965,3,1,7.014,0,1,0
324,14301853,965,4,0,6.59,0,0,0
325,14301853,973,1,0,6.769,0,0,0
325,14301853,973,2,0,4.679,0,1,0
325,14301853,973,3,1,7.072,0,0,0
325,14301853,973,4,0,6.59,0,0,0
326,14301929,1018,1,1,7.6,0,1,1
326,14301929,1018,2,0,4.827,0.144,1,1
326,14301929,1018,3,0,7.803,0,0,0
326,14301929,1018,4,0,6.79,0,0,0
327,14301929,1029,1,1,7.769,0.122,1,1
327,14301929,1029,2,0,5.019,0.336,0,0
327,14301929,1029,3,0,7.803,0,0,0
327,14301929,1029,4,0,6.79,0,0,0
328,14301929,1035,1,1,7.647,0,1,1
328,14301929,1035,2,0,5.028,0,0,0
328,14301929,1035,3,0,7.803,0,0,0
328,14301929,1035,4,0,6.79,0,0,0
329,14302554,1001,1,0,7.095,0,0,0
329,14302554,1001,2,0,4.723,0,0,0
329,14302554,1001,3,1,7.058,0,1,1
329,14302554,1001,4,0,6.65,0,0,0
330,14302588,939,1,0,7.064,0,0,0
330,14302588,939,2,1,4.125,0,0,0
330,14302588,939,3,0,7.014,0,0,0
330,14302588,939,4,0,5.99,0,0,0
331,14302588,949,1,1,7.071,0.265,1,0
331,14302588,949,2,0,4.125,0,0,0
331,14302588,949,3,0,7.014,0,1,1
331,14302588,949,4,0,6.59,0,0,0
332,14302588,958,1,0,7.064,0,0,0
332,14302588,958,2,0,4.125,0,0,0
332,14302588,958,3,0,7.014,0,1,0
332,14302588,958,4,1,6.59,0,1,1
333,14302588,960,1,0,7.064,0,0,0
333,14302588,960,2,1,4.231,0.425,1,0
333,14302588,960,3,0,7.014,0,0,0
333,14302588,960,4,0,6.59,0,0,0
334,14302588,983,1,0,6.94,0.142,0,0
334,14302588,983,2,0,4.701,0,0,0
334,14302588,983,3,0,7.063,0,1,1
334,14302588,983,4,1,6.59,0,0,0
335,14302638,914,1,0,7.344,0.302,1,1
335,14302638,914,2,0,4.376,0.206,0,0
335,14302638,914,3,0,6.852,0.199,0,0
335,14302638,914,4,1,6.045,0,1,0
336,14302638,929,1,0,7.064,0,0,0
336,14302638,929,2,0,4.121,0,0,0
336,14302638,929,3,0,6.971,0.03,0,0
336,14302638,929,4,1,5.81,0,0,0
337,14302638,932,1,0,7.064,0,0,0
337,14302638,932,2,0,4.121,0.073,1,0
337,14302638,932,3,0,7.017,0.09,1,1
337,14302638,932,4,1,5.71,0,1,1
338,14302638,942,1,0,7.064,0,0,0
338,14302638,942,2,0,4.125,0,0,0
338,14302638,942,3,0,7.014,0,0,0
338,14302638,942,4,1,5.99,0,0,0
339,14302638,954,1,0,7.064,0,0,0
339,14302638,954,2,0,4.125,0,0,0
339,14302638,954,3,1,7.014,0,0,0
339,14302638,954,4,0,6.59,0,0,0
340,14302638,956,1,0,7.064,0,0,0
340,14302638,956,2,0,4.125,0,1,0
340,14302638,956,3,0,7.014,0,0,0
340,14302638,956,4,1,6.59,0,0,0
341,14302638,963,1,0,7.071,0.265,1,0
341,14302638,963,2,0,4.234,0,0,0
341,14302638,963,3,0,6.987,0,0,0
341,14302638,963,4,1,6.59,0,0,0
342,14302638,965,1,0,7.079,0.384,0,0
342,14302638,965,2,0,4.231,0.3,0,0
342,14302638,965,3,0,7.014,0,1,0
342,14302638,965,4,1,6.59,0,0,0
343,14302638,968,1,0,7.064,0,0,0
343,14302638,968,2,0,4.598,0.227,0,0
343,14302638,968,3,1,7.005,0.441,1,0
343,14302638,968,4,0,6.59,0,1,0
344,14302638,973,1,0,6.769,0,0,0
344,14302638,973,2,0,4.679,0,1,0
344,14302638,973,3,1,7.072,0,0,0
344,14302638,973,4,0,6.59,0,0,0
345,14302638,979,1,0,6.925,0.118,1,0
345,14302638,979,2,0,4.701,0,0,0
345,14302638,979,3,1,6.93,0,1,1
345,14302638,979,4,0,6.59,0,0,0
346,14302786,993,1,0,6.852,0,0,0
346,14302786,993,2,0,4.65,0,1,0
346,14302786,993,3,0,7.337,0,0,0
346,14302786,993,4,1,6.507,0,1,1
347,14303206,1006,1,0,7.195,0.19,0,0
347,14303206,1006,2,1,4.8,0.073,1,1
347,14303206,1006,3,0,7.106,0,0,0
347,14303206,1006,4,0,6.65,0,0,0
348,14303297,913,1,0,7.344,0.302,0,0
348,14303297,913,2,1,4.379,0.239,0,0
348,14303297,913,3,0,6.96,0.307,0,0
348,14303297,913,4,0,6.045,0,0,1
349,14303347,998,1,0,6.853,0.083,0,0
349,14303347,998,2,0,4.694,0,1,1
349,14303347,998,3,1,7.106,0.048,1,0
349,14303347,998,4,0,6.65,0,0,0
350,14303347,1006,1,0,7.195,0.19,0,0
350,14303347,1006,2,0,4.8,0.073,1,1
350,14303347,1006,3,1,7.106,0,0,0
350,14303347,1006,4,0,6.65,0,0,0
351,14303347,1010,1,0,7.216,0.932,0,0
351,14303347,1010,2,0,4.955,0.148,0,0
351,14303347,1010,3,1,7.783,0.391,1,1
351,14303347,1010,4,0,6.79,0,0,0
352,14303347,1016,1,0,7.2,0.425,1,0
352,14303347,1016,2,0,4.828,0,0,0
352,14303347,1016,3,1,7.803,0,1,1
352,14303347,1016,4,0,6.79,0,0,0
353,14303347,1020,1,1,7.64,0,0,0
353,14303347,1020,2,0,4.827,0.191,0,0
353,14303347,1020,3,0,7.803,0,0,0
353,14303347,1020,4,0,6.79,0,0,0
354,14303396,1003,1,0,7.198,0.974,0,0
354,14303396,1003,2,0,4.723,0,0,0
354,14303396,1003,3,1,7.058,0,0,0
354,14303396,1003,4,0,6.65,0,0,0
355,14303479,949,1,1,7.071,0.265,1,0
355,14303479,949,2,0,4.125,0,0,0
355,14303479,949,3,0,7.014,0,1,1
355,14303479,949,4,0,6.59,0,0,0
356,14303479,955,1,0,7.064,0,0,0
356,14303479,955,2,1,4.125,0,1,1
356,14303479,955,3,0,7.014,0,0,0
356,14303479,955,4,0,6.59,0,0,0
357,14303479,960,1,0,7.064,0,0,0
357,14303479,960,2,1,4.231,0.425,1,0
357,14303479,960,3,0,7.014,0,0,0
357,14303479,960,4,0,6.59,0,0,0
358,14303479,1010,1,0,7.216,0.932,0,0
358,14303479,1010,2,0,4.955,0.148,0,0
358,14303479,1010,3,1,7.783,0.391,1,1
358,14303479,1010,4,0,6.79,0,0,0
359,14303479,1019,1,0,7.64,0,1,0
359,14303479,1019,2,0,4.827,0.144,0,0
359,14303479,1019,3,0,7.803,0,0,0
359,14303479,1019,4,1,6.79,0,0,0
360,14303479,1023,1,1,7.769,0,1,1
360,14303479,1023,2,0,5.028,0,1,1
360,14303479,1023,3,0,7.803,0,0,0
360,14303479,1023,4,0,6.79,0,0,0
361,14303537,943,1,1,7.064,0,0,0
361,14303537,943,2,0,4.125,0,1,1
361,14303537,943,3,0,7.014,0,0,0
361,14303537,943,4,0,5.99,0,0,0
362,14303537,945,1,1,7.064,0,1,0
362,14303537,945,2,0,4.125,0,0,0
362,14303537,945,3,0,7.014,0,1,1
362,14303537,945,4,0,5.99,0,0,0
363,14303537,972,1,1,6.747,0.086,0,0
363,14303537,972,2,0,4.679,0,0,0
363,14303537,972,3,0,7.072,0,1,1
363,14303537,972,4,0,6.59,0,0,0
364,14303537,976,1,0,6.925,0.118,0,0
364,14303537,976,2,1,4.679,0,1,0
364,14303537,976,3,0,7.072,0,0,0
364,14303537,976,4,0,6.59,0,1,1
365,14303537,982,1,1,6.925,0.118,1,0
365,14303537,982,2,0,4.701,0,0,1
365,14303537,982,3,0,7.063,0,0,0
365,14303537,982,4,0,6.59,0,0,0
366,14303537,986,1,1,6.827,0,1,0
366,14303537,986,2,0,4.72,0,0,0
366,14303537,986,3,0,7.063,0,0,0
366,14303537,986,4,0,6.59,0,0,0
367,14304063,985,1,0,6.827,0,1,1
367,14304063,985,2,1,4.701,0,0,0
367,14304063,985,3,0,7.063,0,1,0
367,14304063,985,4,0,6.59,0,0,0
368,14304535,920,1,0,7.156,0.114,0,0
368,14304535,920,2,1,4.17,0,0,0
368,14304535,920,3,0,7.017,0,0,0
368,14304535,920,4,0,5.99,0,0,0
369,14304535,936,1,0,7.064,0,1,1
369,14304535,936,2,1,4.121,0,0,0
369,14304535,936,3,0,7.014,0,0,0
369,14304535,936,4,0,5.94,0,0,0
370,14304535,944,1,0,7.064,0.088,1,0
370,14304535,944,2,1,4.125,0.073,1,0
370,14304535,944,3,0,7.014,0,0,1
370,14304535,944,4,0,5.99,0,0,0
371,14304535,947,1,0,7.064,0,0,0
371,14304535,947,2,1,4.125,0,1,1
371,14304535,947,3,0,7.014,0,0,0
371,14304535,947,4,0,6.59,0,0,0
372,14304535,974,1,0,6.889,0,0,0
372,14304535,974,2,1,4.679,0,1,1
372,14304535,974,3,0,7.072,0,0,0
372,14304535,974,4,0,6.59,0,0,0
373,14304535,977,1,0,6.807,0,0,0
373,14304535,977,2,1,4.679,0,1,0
373,14304535,977,3,0,7.072,0,0,0
373,14304535,977,4,0,6.59,0,0,0
374,14304535,983,1,0,6.94,0.142,0,0
374,14304535,983,2,1,4.701,0,0,0
374,14304535,983,3,0,7.063,0,1,1
374,14304535,983,4,0,6.59,0,0,0
375,14304535,988,1,0,6.827,0,0,0
375,14304535,988,2,1,4.665,0,1,1
375,14304535,988,3,0,7.063,0,1,0
375,14304535,988,4,0,6.593,0.593,1,0
376,14304535,993,1,0,6.852,0,0,0
376,14304535,993,2,1,4.65,0,1,0
376,14304535,993,3,0,7.337,0,0,0
376,14304535,993,4,0,6.507,0,1,1
377,14304535,997,1,0,6.902,0.589,1,0
377,14304535,997,2,1,4.776,0,0,0
377,14304535,997,3,0,7.106,0.048,1,1
377,14304535,997,4,0,6.65,0,0,0
378,14304535,1011,1,0,7.219,0.206,0,0
378,14304535,1011,2,1,4.854,0.168,1,1
378,14304535,1011,3,0,7.783,0.391,0,0
378,14304535,1011,4,0,6.79,0,0,0
379,14304584,958,1,0,7.064,0,0,0
379,14304584,958,2,0,4.125,0,0,0
379,14304584,958,3,1,7.014,0,1,0
379,14304584,958,4,0,6.59,0,1,1
380,14304584,1001,1,0,7.095,0,0,0
380,14304584,1001,2,0,4.723,0,0,0
380,14304584,1001,3,1,7.058,0,1,1
380,14304584,1001,4,0,6.65,0,0,0
381,14304873,976,1,0,6.925,0.118,0,0
381,14304873,976,2,0,4.679,0,1,0
381,14304873,976,3,0,7.072,0,0,0
381,14304873,976,4,1,6.59,0,1,1
382,14304873,987,1,0,6.827,0,0,0
382,14304873,987,2,0,4.72,0,0,0
382,14304873,987,3,0,7.063,0,1,1
382,14304873,987,4,1,6.597,0.594,1,1
383,14304873,994,1,1,6.913,0,1,1
383,14304873,994,2,0,4.715,0,0,0
383,14304873,994,3,0,7.106,0.048,0,0
383,14304873,994,4,0,6.5,0,1,0
384,14304873,1034,1,0,7.647,0,0,0
384,14304873,1034,2,0,5.028,0,1,0
384,14304873,1034,3,0,7.803,0,0,0
384,14304873,1034,4,1,6.79,0,0,0
385,14304873,1036,1,0,7.647,0,1,0
385,14304873,1036,2,0,5.028,0,0,0
385,14304873,1036,3,1,7.803,0,1,1
385,14304873,1036,4,0,6.79,0,0,0
386,14304964,959,1,0,7.064,0,0,0
386,14304964,959,2,1,4.12,0.542,1,1
386,14304964,959,3,0,7.014,0,1,0
386,14304964,959,4,0,6.59,0,0,0
387,14304964,970,1,1,6.747,0.068,1,1
387,14304964,970,2,0,4.598,0,0,0
387,14304964,970,3,0,7.072,0,0,1
387,14304964,970,4,0,6.59,0,0,0
388,14304964,980,1,0,6.925,0.118,0,0
388,14304964,980,2,1,4.701,0,0,0
388,14304964,980,3,0,6.966,0,1,1
388,14304964,980,4,0,6.59,0,0,0
389,14304964,982,1,0,6.925,0.118,1,0
389,14304964,982,2,1,4.701,0,0,1
389,14304964,982,3,0,7.063,0,0,0
389,14304964,982,4,0,6.59,0,0,0
390,14304964,985,1,1,6.827,0,1,1
390,14304964,985,2,0,4.701,0,0,0
390,14304964,985,3,0,7.063,0,1,0
390,14304964,985,4,0,6.59,0,0,0
391,14304964,1005,1,0,7.198,1.217,0,0
391,14304964,1005,2,0,4.723,0,0,0
391,14304964,1005,3,0,7.058,0,1,1
391,14304964,1005,4,1,6.65,0,0,0
392,14304964,1009,1,0,7.279,0.684,1,1
392,14304964,1009,2,1,4.841,0.168,0,0
392,14304964,1009,3,0,7.789,0,0,0
392,14304964,1009,4,0,6.79,0,0,0
393,14304964,1011,1,0,7.219,0.206,0,0
393,14304964,1011,2,1,4.854,0.168,1,1
393,14304964,1011,3,0,7.783,0.391,0,0
393,14304964,1011,4,0,6.79,0,0,0
394,14304964,1025,1,1,7.769,0.171,1,0
394,14304964,1025,2,0,5.028,0,0,0
394,14304964,1025,3,0,7.803,0,0,0
394,14304964,1025,4,0,6.79,0,0,0
395,14304964,1036,1,0,7.647,0,1,0
395,14304964,1036,2,0,5.028,0,0,0
395,14304964,1036,3,1,7.803,0,1,1
395,14304964,1036,4,0,6.79,0,0,0
396,14305086,908,1,0,7.421,0,1,0
396,14305086,908,2,0,4.379,0.239,1,1
396,14305086,908,3,0,6.985,0.202,1,0
396,14305086,908,4,1,6.045,0,1,0
397,14305086,911,1,0,7.344,0.302,0,0
397,14305086,911,2,0,4.379,0.239,0,0
397,14305086,911,3,0,6.96,0.307,0,0
397,14305086,911,4,1,6.045,0,0,0
398,14305086,912,1,0,7.344,0.302,1,0
398,14305086,912,2,0,4.379,0.239,1,1
398,14305086,912,3,0,6.96,0.307,0,0
398,14305086,912,4,1,6.045,0,0,0
399,14305086,919,1,0,7.156,0.114,1,1
399,14305086,919,2,0,4.17,0,0,0
399,14305086,919,3,0,6.986,0,0,0
399,14305086,919,4,1,5.99,0,0,0
400,14305086,923,1,0,7.059,0,0,0
400,14305086,923,2,0,4.17,0,0,0
400,14305086,923,3,0,7.017,0,1,1
400,14305086,923,4,1,5.99,0,0,0
401,14305086,924,1,0,7.064,0,0,0
401,14305086,924,2,0,4.121,0,0,0
401,14305086,924,3,0,7.017,0,0,0
401,14305086,924,4,1,5.994,0.929,0,0
402,14305086,929,1,1,7.064,0,0,0
402,14305086,929,2,0,4.121,0,0,0
402,14305086,929,3,0,6.971,0.03,0,0
402,14305086,929,4,0,5.81,0,0,0
403,14305086,936,1,1,7.064,0,1,1
403,14305086,936,2,0,4.121,0,0,0
403,14305086,936,3,0,7.014,0,0,0
403,14305086,936,4,0,5.94,0,0,0
404,14305086,943,1,1,7.064,0,0,0
404,14305086,943,2,0,4.125,0,1,1
404,14305086,943,3,0,7.014,0,0,0
404,14305086,943,4,0,5.99,0,0,0
405,14305086,949,1,1,7.071,0.265,1,0
405,14305086,949,2,0,4.125,0,0,0
405,14305086,949,3,0,7.014,0,1,1
405,14305086,949,4,0,6.59,0,0,0
406,14305086,959,1,0,7.064,0,0,0
406,14305086,959,2,1,4.12,0.542,1,1
406,14305086,959,3,0,7.014,0,1,0
406,14305086,959,4,0,6.59,0,0,0
407,14305086,975,1,0,6.925,0.118,0,1
407,14305086,975,2,1,4.679,0,1,0
407,14305086,975,3,0,7.072,0,0,0
407,14305086,975,4,0,6.59,0,0,0
408,14305086,1003,1,1,7.198,0.974,0,0
408,14305086,1003,2,0,4.723,0,0,0
408,14305086,1003,3,0,7.058,0,0,0
408,14305086,1003,4,0,6.65,0,0,0
409,14305086,1011,1,0,7.219,0.206,0,0
409,14305086,1011,2,0,4.854,0.168,1,1
409,14305086,1011,3,1,7.783,0.391,0,0
409,14305086,1011,4,0,6.79,0,0,0
410,14305086,1016,1,0,7.2,0.425,1,0
410,14305086,1016,2,0,4.828,0,0,0
410,14305086,1016,3,1,7.803,0,1,1
410,14305086,1016,4,0,6.79,0,0,0
411,14305102,949,1,0,7.071,0.265,1,0
411,14305102,949,2,0,4.125,0,0,0
411,14305102,949,3,1,7.014,0,1,1
411,14305102,949,4,0,6.59,0,0,0
412,14305318,930,1,0,7.064,0,0,0
412,14305318,930,2,0,4.121,0,1,1
412,14305318,930,3,1,7.017,0,0,0
412,14305318,930,4,0,5.825,0,0,0
413,14305318,942,1,1,7.064,0,0,0
413,14305318,942,2,0,4.125,0,0,0
413,14305318,942,3,0,7.014,0,0,0
413,14305318,942,4,0,5.99,0,0,0
414,14305318,946,1,0,7.064,0,0,0
414,14305318,946,2,0,4.125,0,0,0
414,14305318,946,3,1,7.014,0,1,0
414,14305318,946,4,0,6,0,0,0
415,14305318,958,1,0,7.064,0,0,0
415,14305318,958,2,0,4.125,0,0,0
415,14305318,958,3,1,7.014,0,1,0
415,14305318,958,4,0,6.59,0,1,1
416,14305474,930,1,0,7.064,0,0,0
416,14305474,930,2,1,4.121,0,1,1
416,14305474,930,3,0,7.017,0,0,0
416,14305474,930,4,0,5.825,0,0,0
417,14305474,941,1,0,7.064,0,1,1
417,14305474,941,2,0,4.125,0,0,0
417,14305474,941,3,0,7.014,0,1,0
417,14305474,941,4,1,5.99,0,0,0
418,14305474,959,1,0,7.064,0,0,0
418,14305474,959,2,0,4.12,0.542,1,1
418,14305474,959,3,0,7.014,0,1,0
418,14305474,959,4,1,6.59,0,0,0
419,14305474,978,1,0,6.925,0.118,1,1
419,14305474,978,2,0,4.682,0,0,0
419,14305474,978,3,0,7.063,0,0,0
419,14305474,978,4,1,6.59,0,0,0
420,14305474,1017,1,0,7.2,0.532,1,0
420,14305474,1017,2,1,4.824,0.157,1,1
420,14305474,1017,3,0,7.803,0,0,0
420,14305474,1017,4,0,6.79,0,0,0
421,14305615,963,1,0,7.071,0.265,1,0
421,14305615,963,2,1,4.234,0,0,0
421,14305615,963,3,0,6.987,0,0,0
421,14305615,963,4,0,6.59,0,0,0
422,14306571,990,1,0,6.827,0,0,0
422,14306571,990,2,0,4.646,0,1,1
422,14306571,990,3,1,7.399,0,0,0
422,14306571,990,4,0,6.59,0,0,0
423,14306571,1017,1,0,7.2,0.532,1,0
423,14306571,1017,2,0,4.824,0.157,1,1
423,14306571,1017,3,1,7.803,0,0,0
423,14306571,1017,4,0,6.79,0,0,0
424,14306621,1001,1,0,7.095,0,0,0
424,14306621,1001,2,0,4.723,0,0,0
424,14306621,1001,3,1,7.058,0,1,1
424,14306621,1001,4,0,6.65,0,0,0
425,14306746,931,1,1,7.064,0,0,0
425,14306746,931,2,0,4.121,0,1,0
425,14306746,931,3,0,7.017,0,0,0
425,14306746,931,4,0,5.875,0,0,0
426,14306746,955,1,1,7.064,0,0,0
426,14306746,955,2,0,4.125,0,1,1
426,14306746,955,3,0,7.014,0,0,0
426,14306746,955,4,0,6.59,0,0,0
427,14306746,971,1,1,6.747,0.068,1,1
427,14306746,971,2,0,4.598,0.227,0,0
427,14306746,971,3,0,7.072,0,0,0
427,14306746,971,4,0,6.59,0,0,0
428,14306746,999,1,1,6.913,0,0,0
428,14306746,999,2,0,4.693,0,0,0
428,14306746,999,3,0,7.106,0.048,0,0
428,14306746,999,4,0,6.65,0,0,0
429,14306746,1036,1,1,7.647,0,1,0
429,14306746,1036,2,0,5.028,0,0,0
429,14306746,1036,3,0,7.803,0,1,1
429,14306746,1036,4,0,6.79,0,0,0
430,14306746,1040,1,1,7.647,0,0,0
430,14306746,1040,2,0,4.936,0,0,1
430,14306746,1040,3,0,7.803,0,0,0
430,14306746,1040,4,0,6.79,0,0,0
431,14306936,958,1,0,7.064,0,0,0
431,14306936,958,2,0,4.125,0,0,0
431,14306936,958,3,1,7.014,0,1,0
431,14306936,958,4,0,6.59,0,1,1
432,14306951,922,1,1,7.156,0.114,1,1
432,14306951,922,2,0,4.17,0,0,0
432,14306951,922,3,0,7.017,0,0,0
432,14306951,922,4,0,5.99,0,0,1
433,14306951,998,1,1,6.853,0.083,0,0
433,14306951,998,2,0,4.694,0,1,1
433,14306951,998,3,0,7.106,0.048,1,0
433,14306951,998,4,0,6.65,0,0,0
434,14306951,1018,1,0,7.6,0,1,1
434,14306951,1018,2,0,4.827,0.144,1,1
434,14306951,1018,3,1,7.803,0,0,0
434,14306951,1018,4,0,6.79,0,0,0
435,14307058,925,1,0,7.064,0,0,0
435,14307058,925,2,0,4.121,0,0,0
435,14307058,925,3,0,7.017,0,0,0
435,14307058,925,4,1,6.012,1.022,1,1
436,14307058,940,1,0,7.064,0,0,0
436,14307058,940,2,0,4.125,0,0,0
436,14307058,940,3,1,7.014,0,1,1
436,14307058,940,4,0,5.99,0,0,0
437,14307058,958,1,0,7.064,0,0,0
437,14307058,958,2,0,4.125,0,0,0
437,14307058,958,3,1,7.014,0,1,0
437,14307058,958,4,0,6.59,0,1,1
438,14307058,997,1,0,6.902,0.589,1,0
438,14307058,997,2,0,4.776,0,0,0
438,14307058,997,3,1,7.106,0.048,1,1
438,14307058,997,4,0,6.65,0,0,0
439,14307116,1040,1,0,7.647,0,0,0
439,14307116,1040,2,1,4.936,0,0,1
439,14307116,1040,3,0,7.803,0,0,0
439,14307116,1040,4,0,6.79,0,0,0
440,14307124,912,1,1,7.344,0.302,1,0
440,14307124,912,2,0,4.379,0.239,1,1
440,14307124,912,3,0,6.96,0.307,0,0
440,14307124,912,4,0,6.045,0,0,0
441,14307124,942,1,1,7.064,0,0,0
441,14307124,942,2,0,4.125,0,0,0
441,14307124,942,3,0,7.014,0,0,0
441,14307124,942,4,0,5.99,0,0,0
442,14307124,950,1,1,7.071,0.309,1,1
442,14307124,950,2,0,4.125,0,0,0
442,14307124,950,3,0,7.014,0,0,0
442,14307124,950,4,0,6.59,0,0,0
443,14307124,1003,1,1,7.198,0.974,0,0
443,14307124,1003,2,0,4.723,0,0,0
443,14307124,1003,3,0,7.058,0,0,0
443,14307124,1003,4,0,6.65,0,0,0
444,14307124,1009,1,0,7.279,0.684,1,1
444,14307124,1009,2,1,4.841,0.168,0,0
444,14307124,1009,3,0,7.789,0,0,0
444,14307124,1009,4,0,6.79,0,0,0
445,14307124,1025,1,1,7.769,0.171,1,0
445,14307124,1025,2,0,5.028,0,0,0
445,14307124,1025,3,0,7.803,0,0,0
445,14307124,1025,4,0,6.79,0,0,0
446,14307256,913,1,0,7.344,0.302,0,0
446,14307256,913,2,1,4.379,0.239,0,0
446,14307256,913,3,0,6.96,0.307,0,0
446,14307256,913,4,0,6.045,0,0,1
447,14307256,959,1,0,7.064,0,0,0
447,14307256,959,2,1,4.12,0.542,1,1
447,14307256,959,3,0,7.014,0,1,0
447,14307256,959,4,0,6.59,0,0,0
448,14307256,970,1,0,6.747,0.068,1,1
448,14307256,970,2,1,4.598,0,0,0
448,14307256,970,3,0,7.072,0,0,1
448,14307256,970,4,0,6.59,0,0,0
449,14307256,981,1,1,6.925,0.118,1,1
449,14307256,981,2,0,4.701,0,0,0
449,14307256,981,3,0,7.063,0,0,0
449,14307256,981,4,0,6.59,0,0,0
450,14307256,988,1,0,6.827,0,0,0
450,14307256,988,2,0,4.665,0,1,1
450,14307256,988,3,0,7.063,0,1,0
450,14307256,988,4,1,6.593,0.593,1,0
451,14307256,989,1,0,6.827,0,0,0
451,14307256,989,2,1,4.664,0,0,0
451,14307256,989,3,0,7.107,0,0,0
451,14307256,989,4,0,6.445,0.131,0,0
452,14307256,994,1,1,6.913,0,1,1
452,14307256,994,2,0,4.715,0,0,0
452,14307256,994,3,0,7.106,0.048,0,0
452,14307256,994,4,0,6.5,0,1,0
453,14307256,1023,1,1,7.769,0,1,1
453,14307256,1023,2,0,5.028,0,1,1
453,14307256,1023,3,0,7.803,0,0,0
453,14307256,1023,4,0,6.79,0,0,0
454,14307256,1035,1,1,7.647,0,1,1
454,14307256,1035,2,0,5.028,0,0,0
454,14307256,1035,3,0,7.803,0,0,0
454,14307256,1035,4,0,6.79,0,0,0
455,14307413,953,1,0,7.062,0.127,0,0
455,14307413,953,2,0,4.125,0,0,0
455,14307413,953,3,1,7.014,0,1,0
455,14307413,953,4,0,6.59,0,0,0
456,14307413,971,1,0,6.747,0.068,1,1
456,14307413,971,2,0,4.598,0.227,0,0
456,14307413,971,3,1,7.072,0,0,0
456,14307413,971,4,0,6.59,0,0,0
457,14307413,1020,1,0,7.64,0,0,0
457,14307413,1020,2,0,4.827,0.191,0,0
457,14307413,1020,3,1,7.803,0,0,0
457,14307413,1020,4,0,6.79,0,0,0
458,14307413,1024,1,0,7.769,0.142,1,0
458,14307413,1024,2,0,5.028,0,1,0
458,14307413,1024,3,1,7.803,0,0,0
458,14307413,1024,4,0,6.79,0,0,0
